Sede,Concepto,Profesional Historia,Ingresos,Atenciones,Uds
total,Perfil TORCH IgG e IgM,Giovanni López Salamanca,9051.72,3,3
total,Perfil TORCH IgG e IgM,Jairo Hernando Pedraza Pinto,12068.96,4,4
total,Perfil Tiroideo con Ac. Antitiroideos,Alejandro Sanchez Aranda,1853.45,1,1
total,Perfil Tiroideo con Ac. Antitiroideos,Alma Victoria Villarreal Barranca,5449.14,3,3
total,Perfil Tiroideo con Ac. Antitiroideos,Armando Miguel Roque Sanchez,7413.8,4,4
total,Perfil Tiroideo con Ac. Antitiroideos,Enfermeria,3706.9,2,2
total,Perfil Tiroideo con Ac. Antitiroideos,Eugenia Morán Orozco,12974.15,7,7
total,Perfil Tiroideo con Ac. Antitiroideos,Giovanni López Salamanca,7413.8,5,5
total,Perfil Tiroideo con Ac. Antitiroideos,Guadalupe Nolazco Beltrán,1853.45,1,1
total,Perfil Tiroideo con Ac. Antitiroideos,Jaime Antonio Hidalgo Carrera,7302.59,4,4
total,Perfil Tiroideo con Ac. Antitiroideos,Jairo Hernando Pedraza Pinto,11120.7,6,6
total,Perfil Tiroideo con Ac. Antitiroideos,Maritza Ivett Rojas Valencia,3706.9,2,2
total,Perfil Tiroideo con Ac. Antitiroideos,Monica Olavarria,12017.77,8,8
total,Perfil Tiroideo con Ac. Antitiroideos,Ruben Gonzalez Ruiz,1853.45,1,1
total,Perfil Tiroideo sin Ac. Antitiroideos,Monica Olavarria,896.55,1,1
total,Perfil Tiroideo sin Antitiroideos,Monica Olavarria,896.55,1,1
total,Perfil Tiroideo sin anticuerpo,Armando Miguel Roque Sanchez,717.12,1,1
total,Perfil Tiroideo sin anticuerpo,Monica Olavarria,1792.8,2,2
total,Perfil Tiroideo sin anticuerpos Antitiroideos,Miranda Lucía Morán Morales,896.55,1,1
total,Perfil Trombofilias,Eugenia Morán Orozco,12327.59,1,1
total,Perfil androgenico femenino,Guadalupe Nolazco Beltrán,10775.85,5,5
total,Perfil androgenico femenino,Monica Olavarria,2155.17,1,1
total,Perfil androgenico femenino,Ruben Gonzalez Ruiz,2155.17,1,1
total,Perfil antifosfolipidos,Carlos Parra,0.0,1,1
total,Perfil antifosfolipidos,Giovanni López Salamanca,3258.62,1,1
total,Perfil antifosfolipidos,Guadalupe Nolazco Beltrán,6517.24,2,2
total,Perfil bioquímico de 24 elementos,Giovanni López Salamanca,1185.34,1,1
total,Perfil bioquímico de 24 elementos,Guadalupe Nolazco Beltrán,5926.7,5,5
total,Perfil bioquímico de 24 elementos,Jaime Antonio Hidalgo Carrera,1185.34,1,1
total,Perfil bioquímico de 24 elementos,Miranda Lucía Morán Morales,1185.34,1,1
total,Perfil bioquímico de 35 elementos,Alma Victoria Villarreal Barranca,2228.45,1,1
total,Perfil bioquímico de 35 elementos,Eugenia Morán Orozco,2370.69,1,1
total,Perfil bioquímico de 35 elementos,Jaime Antonio Hidalgo Carrera,4741.38,2,2
total,Perfil bioquímico de 35 elementos,Monica Olavarria,4741.38,2,2
total,Perfil de lípidos,Alma Victoria Villarreal Barranca,1706.9,2,2
total,Perfil de lípidos,Carlos Parra,1536.21,2,2
total,Perfil de lípidos,Diana Duran,5088.8,7,7
total,Perfil de lípidos,Eugenia Morán Orozco,5120.7,6,6
total,Perfil de lípidos,Miranda Lucía Morán Morales,853.45,2,2
total,Perfil de lípidos,Norma Sharey Vazquez Jimenez,1706.9,2,2
total,Perfil disparo captura,Alejandro Sanchez Aranda,1912.0,3,3
total,Perfil disparo captura,Alma Victoria Villarreal Barranca,717.0,18,18
total,Perfil disparo captura,Armando Miguel Roque Sanchez,0.0,37,37
total,Perfil disparo captura,Blanca Cardenas,0.0,4,4
total,Perfil disparo captura,Carlos Andres Lejtik Alva,717.0,1,1
total,Perfil disparo captura,Carlos Parra,618.1,45,45
total,Perfil disparo captura,Claudia Melina Robellada Zarate,0.0,1,1
total,Perfil disparo captura,Diana Duran,0.0,5,5
total,Perfil disparo captura,Eugenia Morán Orozco,0.0,64,64
total,Perfil disparo captura,Giovanni López Salamanca,673.98,44,44
total,Perfil disparo captura,Guadalupe Nolazco Beltrán,0.0,28,28
total,Perfil disparo captura,Jaime Antonio Hidalgo Carrera,0.0,22,22
total,Perfil disparo captura,Jairo Hernando Pedraza Pinto,717.0,38,38
total,Perfil disparo captura,Jorge Michel,0.0,3,3
total,Perfil disparo captura,Leslie Sharon Gamiño Sanchez,717.0,1,1
total,Perfil disparo captura,María Elena González Panzzi,717.0,2,2
total,Perfil disparo captura,Miranda Lucía Morán Morales,0.0,4,4
total,Perfil disparo captura,Monica Olavarria,2868.0,12,12
total,Perfil disparo captura,Monica Yazmin Olavarria Guadarrama,717.0,1,1
total,Perfil disparo captura,Norma Sharey Vazquez Jimenez,0.0,8,8
total,Perfil disparo captura,Ruben Gonzalez Ruiz,0.0,17,17
total,Perfil ginecológico,Eugenia Morán Orozco,3000.0,1,1
total,Perfil inicio,Alejandro Sanchez Aranda,4120.42,8,8
total,Perfil inicio,Alma Victoria Villarreal Barranca,0.0,20,20
total,Perfil inicio,Armando Miguel Roque Sanchez,1195.0,59,59
total,Perfil inicio,Blanca Cardenas,1195.0,7,7
total,Perfil inicio,Carlos Andres Lejtik Alva,0.0,1,1
total,Perfil inicio,Carlos Parra,1195.0,32,32
total,Perfil inicio,Diana Duran,0.0,6,6
total,Perfil inicio,Eugenia Morán Orozco,1195.0,192,192
total,Perfil inicio,Giovanni López Salamanca,0.0,110,110
total,Perfil inicio,Guadalupe Nolazco Beltrán,2390.0,50,50
total,Perfil inicio,Jaime Antonio Hidalgo Carrera,1195.0,38,38
total,Perfil inicio,Jairo Hernando Pedraza Pinto,0.0,69,69
total,Perfil inicio,Jorge Michel,0.0,4,4
total,Perfil inicio,José Alfonso Gutiérrez Frusch,0.0,1,1
total,Perfil inicio,María Elena González Panzzi,1195.0,1,1
total,Perfil inicio,Mayela Fernandez del Campo (MEFI),732.76,2,2
total,Perfil inicio,Miranda Lucía Morán Morales,0.0,5,5
total,Perfil inicio,Monica Olavarria,1195.0,10,10
total,Perfil inicio,Norma Sharey Vazquez Jimenez,0.0,7,7
total,Perfil inicio,Ruben Gonzalez Ruiz,0.0,31,31
total,Perfil pre captura,Alejandro Sanchez Aranda,412.07,1,1
total,Perfil pre captura,Eugenia Morán Orozco,0.0,4,4
total,Perfil pre captura,Giovanni López Salamanca,0.0,1,1
total,Perfil pre captura,Guadalupe Nolazco Beltrán,0.0,13,13
total,Perfil pre captura,Jaime Antonio Hidalgo Carrera,0.0,3,3
total,Perfil pre captura,Jairo Hernando Pedraza Pinto,0.0,1,1
total,Perfil pre captura,Ruben Gonzalez Ruiz,0.0,1,1
total,Perfil pre operatorio CDMX,Alejandro Sanchez Aranda,1293.09,3,3
total,Perfil pre operatorio CDMX,Alma Victoria Villarreal Barranca,862.06,12,12
total,Perfil pre operatorio CDMX,Armando Miguel Roque Sanchez,431.03,11,11
total,Perfil pre operatorio CDMX,Eugenia Morán Orozco,862.06,19,19
total,Perfil pre operatorio CDMX,Fabian Ricardo Castañeda Bochm,431.03,1,1
total,Perfil pre operatorio CDMX,Giovanni López Salamanca,1293.09,17,17
total,Perfil pre operatorio CDMX,Griselda Reyes Torres,431.03,1,1
total,Perfil pre operatorio CDMX,Jaime Antonio Hidalgo Carrera,0.0,3,3
total,Perfil pre operatorio CDMX,Jairo Hernando Pedraza Pinto,431.03,10,10
total,Perfil pre operatorio CDMX,Jose Juan Guerrero Vargas,431.03,1,1
total,Perfil pre operatorio CDMX,Miranda Lucía Morán Morales,431.03,3,3
total,Perfil pre operatorio CDMX,Monica Olavarria,1293.09,4,4
total,Perfil pre operatorio CDMX,Ruben Gonzalez Ruiz,0.0,1,1
total,Perfil pre operatorios,Alma Victoria Villarreal Barranca,431.03,6,6
total,Perfil pre operatorios,Armando Miguel Roque Sanchez,431.03,5,5
total,Perfil pre operatorios,Blanca Cardenas,0.0,3,3
total,Perfil pre operatorios,Carlos Parra,431.03,8,8
total,Perfil pre operatorios,Diana Duran,431.03,7,7
total,Perfil pre operatorios,Eugenia Morán Orozco,431.03,11,11
total,Perfil pre operatorios,Giovanni López Salamanca,2629.3,10,10
total,Perfil pre operatorios,Jaime Antonio Hidalgo Carrera,0.0,1,1
total,Perfil pre operatorios,Jairo Hernando Pedraza Pinto,0.0,4,4
total,Perfil pre operatorios,Jorge Michel,431.03,2,2
total,Perfil pre operatorios,Miranda Lucía Morán Morales,0.0,1,1
total,Perfil pre operatorios,Norma Sharey Vazquez Jimenez,0.0,5,5
total,Perfil pre operatorios,Ruben Gonzalez Ruiz,0.0,1,1
total,Perfil pre operatorios,Yazmin Ramos,431.03,1,1
total,Perfil pre transferencia,Alejandro Sanchez Aranda,478.0,1,1
total,Perfil pre transferencia,Alma Victoria Villarreal Barranca,0.0,1,1
total,Perfil pre transferencia,Armando Miguel Roque Sanchez,0.0,8,8
total,Perfil pre transferencia,Carlos Parra,0.0,8,8
total,Perfil pre transferencia,Eugenia Morán Orozco,478.0,108,108
total,Perfil pre transferencia,Giovanni López Salamanca,0.0,51,51
total,Perfil pre transferencia,Guadalupe Nolazco Beltrán,0.0,14,14
total,Perfil pre transferencia,Jaime Antonio Hidalgo Carrera,0.0,11,11
total,Perfil pre transferencia,Jairo Hernando Pedraza Pinto,478.0,23,23
total,Perfil pre transferencia,Jorge Michel,0.0,2,2
total,Perfil pre transferencia,Mayela Fernandez del Campo (MEFI),1434.0,3,3
total,Perfil pre transferencia,Monica Olavarria,0.0,4,4
total,Perfil pre transferencia,Norma Sharey Vazquez Jimenez,0.0,1,1
total,Perfil pre transferencia,Ruben Gonzalez Ruiz,0.0,9,9
total,Perfil prenatal,Alma Victoria Villarreal Barranca,15948.3,5,5
total,Perfil prenatal,Eugenia Morán Orozco,216896.88,84,84
total,Perfil prenatal,Giovanni López Salamanca,81144.95,33,33
total,Perfil prenatal,Jaime Antonio Hidalgo Carrera,15948.3,6,6
total,Perfil prenatal,Jairo Hernando Pedraza Pinto,41465.58,17,17
total,Perfil prenatal,Miranda Lucía Morán Morales,3189.66,1,1
total,Perfil prenatal,Ruben Gonzalez Ruiz,12567.26,5,5
total,Perfil preoperatorio básico,Eugenia Morán Orozco,1120.69,1,1
total,Perfil preoperatorio básico,Giovanni López Salamanca,1120.69,1,1
total,Perfil preoperatorio básico,Jaime Antonio Hidalgo Carrera,1997.41,2,2
total,Perfil preparación endometrial,Alejandro Sanchez Aranda,956.0,2,2
total,Perfil preparación endometrial,Alma Victoria Villarreal Barranca,0.0,1,1
total,Perfil preparación endometrial,Armando Miguel Roque Sanchez,0.0,34,34
total,Perfil preparación endometrial,Blanca Cardenas,0.0,3,3
total,Perfil preparación endometrial,Carlos Andres Lejtik Alva,1434.0,3,3
total,Perfil preparación endometrial,Carlos Macias,478.0,1,1
total,Perfil preparación endometrial,Carlos Parra,1912.0,29,25
total,Perfil preparación endometrial,Diana Duran,478.0,3,3
total,Perfil preparación endometrial,Eugenia Morán Orozco,0.0,200,200
total,Perfil preparación endometrial,Giovanni López Salamanca,956.0,98,98
total,Perfil preparación endometrial,Guadalupe Nolazco Beltrán,0.0,29,29
total,Perfil preparación endometrial,Jaime Antonio Hidalgo Carrera,0.0,20,20
total,Perfil preparación endometrial,Jairo Hernando Pedraza Pinto,0.0,33,33
total,Perfil preparación endometrial,Jorge Michel,0.0,19,19
total,Perfil preparación endometrial,Jose Juan Guerrero Vargas,478.0,1,1
total,Perfil preparación endometrial,Mayela Fernandez del Campo (MEFI),1434.0,3,3
total,Perfil preparación endometrial,Monica Olavarria,1434.0,6,6
total,Perfil preparación endometrial,Norma Sharey Vazquez Jimenez,0.0,2,2
total,Perfil preparación endometrial,Ruben Gonzalez Ruiz,0.0,16,16
total,Perfil seguimiento folicular,Alejandro Sanchez Aranda,11471.18,25,25
total,Perfil seguimiento folicular,Alma Victoria Villarreal Barranca,0.0,39,39
total,Perfil seguimiento folicular,Armando Miguel Roque Sanchez,0.0,85,85
total,Perfil seguimiento folicular,Blanca Cardenas,0.0,14,14
total,Perfil seguimiento folicular,Carlos Andres Lejtik Alva,0.0,2,2
total,Perfil seguimiento folicular,Carlos Parra,0.0,49,49
total,Perfil seguimiento folicular,Claudia Melina Robellada Zarate,956.0,2,2
total,Perfil seguimiento folicular,Diana Duran,0.0,10,10
total,Perfil seguimiento folicular,Eugenia Morán Orozco,0.0,189,189
total,Perfil seguimiento folicular,Giovanni López Salamanca,0.0,125,125
total,Perfil seguimiento folicular,Guadalupe Nolazco Beltrán,1912.0,71,73
total,Perfil seguimiento folicular,Jaime Antonio Hidalgo Carrera,0.0,68,68
total,Perfil seguimiento folicular,Jairo Hernando Pedraza Pinto,0.0,100,100
total,Perfil seguimiento folicular,Jorge Michel,0.0,3,3
total,Perfil seguimiento folicular,María Elena González Panzzi,956.0,2,2
total,Perfil seguimiento folicular,Mayela Fernandez del Campo (MEFI),956.0,2,2
total,Perfil seguimiento folicular,Miranda Lucía Morán Morales,478.0,11,11
total,Perfil seguimiento folicular,Monica Olavarria,1434.0,14,14
total,Perfil seguimiento folicular,Monica Yazmin Olavarria Guadarrama,956.0,6,6
total,Perfil seguimiento folicular,Norma Sharey Vazquez Jimenez,0.0,13,13
total,Perfil seguimiento folicular,Ruben Gonzalez Ruiz,478.0,68,68
total,Perfil tiroideo sin anticuerpos,(Sin asignar),2689.65,3,3
total,Perfil tiroideo sin anticuerpos,Alma Victoria Villarreal Barranca,1793.1,2,2
total,Perfil tiroideo sin anticuerpos,Blanca Cardenas,896.55,1,1
total,Perfil tiroideo sin anticuerpos,Guadalupe Nolazco Beltrán,3586.2,4,4
total,Perfil tiroideo sin anticuerpos,Monica Olavarria,896.55,1,1
total,Perfil trombofílico GDL,Carlos Parra,42475.86,3,3
total,Pergoveris 300 UI,Eugenia Morán Orozco,21532.0,4,4
total,Pergoveris 300 UI,Jaime Antonio Hidalgo Carrera,5383.0,1,1
total,Pergoveris 300 UI,Jairo Hernando Pedraza Pinto,5383.0,1,1
total,Pergoveris 450 UI,Giovanni López Salamanca,7465.0,1,1
total,Pergoveris 450 UI,Jaime Antonio Hidalgo Carrera,7465.0,1,1
total,Pergoveris 450 UI,Ruben Gonzalez Ruiz,14477.0,4,2
total,Pergoveris 900 UI,Armando Miguel Roque Sanchez,41679.0,2,3
total,Pergoveris 900 UI,Carlos Parra,99253.0,6,7
total,Pergoveris 900 UI,Eugenia Morán Orozco,211398.0,10,15
total,Pergoveris 900 UI,Giovanni López Salamanca,141790.0,8,10
total,Pergoveris 900 UI,Guadalupe Nolazco Beltrán,70895.0,4,5
total,Pergoveris 900 UI,Jaime Antonio Hidalgo Carrera,98395.0,4,7
total,Pergoveris 900 UI,Jairo Hernando Pedraza Pinto,56716.0,3,7
total,Pergoveris 900 UI,Maritza Ivett Rojas Valencia,56716.0,1,4
total,Pergoveris 900 UI,Monica Olavarria,56716.0,3,4
total,Pergoveris 900 UI,Ruben Gonzalez Ruiz,184327.0,10,13
total,Plática de resultados,Blanca Cardenas,517.24,1,1
total,Plática de resultados,Carlos Parra,2068.96,4,4
total,Plática de resultados,Guadalupe Nolazco Beltrán,2586.2,5,5
total,Plática de resultados,Jorge Michel,1034.48,2,2
total,Plática de resultados,Norma Sharey Vazquez Jimenez,1034.48,2,2
total,Plática de resultados,Yazmin Ramos,517.24,1,1
total,Plática de resultados incluída,Carlos Parra,0.0,7,7
total,Plática de resultados incluída,Diana Duran,0.0,2,2
total,Plática de resultados incluída,Guadalupe Nolazco Beltrán,0.0,49,49
total,Plática de resultados incluída,Jorge Michel,0.0,1,1
total,Plática de resultados incluída,Norma Sharey Vazquez Jimenez,0.0,3,3
total,Plática de resultados online,Blanca Cardenas,517.24,1,1
total,Plática de resultados online,Guadalupe Nolazco Beltrán,1034.48,2,2
total,Plática de resultados online,Norma Sharey Vazquez Jimenez,517.24,1,1
total,Plática de resultados online incluída,(Sin asignar),0.0,1,1
total,Plática de resultados online incluída,Guadalupe Nolazco Beltrán,0.0,3,3
total,Plática de resultados online incluída,Jorge Michel,0.0,3,3
total,Pre PGTM,Alejandro Sanchez Aranda,49440.52,1,1
total,Preparacion endometrial y Desvitrificación,Jairo Hernando Pedraza Pinto,34482.76,1,1
total,Preparación Endometrial y Desvitrificación,Eugenia Morán Orozco,34482.76,1,1
total,Preparación endometrial,Eugenia Morán Orozco,34482.76,1,1
total,Preparación endometrial y desvitrificación - CDMX,Armando Miguel Roque Sanchez,29310.34,1,1
total,Preparación endometrial y desvitrificación - CDMX,Eugenia Morán Orozco,68965.52,2,2
total,Preparación endometrial y desvitrificación - CDMX,Giovanni López Salamanca,68965.52,2,2
total,Preparación endometrial y desvitrificación - CDMX,Jairo Hernando Pedraza Pinto,30172.41,1,1
total,Preparación endometrial y desvitrificación - CDMX,Ruben Gonzalez Ruiz,34482.76,1,1
total,Preparación endometrial y desvitrificación - MET,Guadalupe Nolazco Beltrán,0.0,5,5
total,Primogyn 2mg (caja c/28),Armando Miguel Roque Sanchez,16000.0,7,16
total,Primogyn 2mg (caja c/28),Blanca Cardenas,1000.0,1,1
total,Primogyn 2mg (caja c/28),Eugenia Morán Orozco,222200.0,86,227
total,Primogyn 2mg (caja c/28),Giovanni López Salamanca,91750.0,38,95
total,Primogyn 2mg (caja c/28),Jaime Antonio Hidalgo Carrera,34200.0,15,36
total,Primogyn 2mg (caja c/28),Jairo Hernando Pedraza Pinto,26850.0,14,31
total,Primogyn 2mg (caja c/28),José Alfonso Gutiérrez Frusch,2000.0,1,2
total,Primogyn 2mg (caja c/28),Ruben Gonzalez Ruiz,38950.0,16,40
total,Progesterona,Alejandro Sanchez Aranda,2327.58,6,6
total,Progesterona,Alma Victoria Villarreal Barranca,775.86,2,2
total,Progesterona,Armando Miguel Roque Sanchez,0.0,2,2
total,Progesterona,Blanca Cardenas,387.93,1,1
total,Progesterona,Carlos Parra,775.86,3,4
total,Progesterona,Claudia Melina Robellada Zarate,387.93,1,1
total,Progesterona,Edna Amaro,387.93,1,1
total,Progesterona,Ericka Gabriela Yac Longoria,387.93,1,1
total,Progesterona,Eugenia Morán Orozco,5818.95,19,21
total,Progesterona,Gerardo Armando Paladino Barquera,387.93,1,1
total,Progesterona,Giovanni López Salamanca,3879.3,14,15
total,Progesterona,Jaime Antonio Hidalgo Carrera,1551.72,10,10
total,Progesterona,Jairo Hernando Pedraza Pinto,1551.72,8,8
total,Progesterona,Jorge Michel,387.93,2,2
total,Progesterona,Leslie Sharon Gamiño Sanchez,387.93,1,1
total,Progesterona,Mayela Fernandez del Campo (MEFI),387.93,2,2
total,Progesterona,Monica Olavarria,775.86,3,3
total,Progesterona,Ruben Gonzalez Ruiz,1551.72,6,6
total,Prolactina,(Sin asignar),1551.72,4,4
total,Prolactina,Alejandro Sanchez Aranda,1163.79,3,3
total,Prolactina,Alma Victoria Villarreal Barranca,2327.58,6,6
total,Prolactina,Armando Miguel Roque Sanchez,775.86,2,2
total,Prolactina,Blanca Cardenas,775.86,2,2
total,Prolactina,Carlos Andres Lejtik Alva,387.93,1,1
total,Prolactina,Carlos Parra,387.93,3,3
total,Prolactina,Diana Duran,1163.79,3,3
total,Prolactina,Enfermeria,775.86,2,2
total,Prolactina,Eugenia Morán Orozco,18620.64,52,52
total,Prolactina,Giovanni López Salamanca,4608.62,12,12
total,Prolactina,Guadalupe Nolazco Beltrán,2327.58,6,6
total,Prolactina,Jaime Antonio Hidalgo Carrera,775.86,2,2
total,Prolactina,Jairo Hernando Pedraza Pinto,4267.23,12,12
total,Prolactina,Jorge Michel,1939.65,5,5
total,Prolactina,Maritza Ivett Rojas Valencia,364.66,1,1
total,Prolactina,Mayela Fernandez del Campo (MEFI),387.93,1,1
total,Prolactina,Miranda Lucía Morán Morales,1551.72,4,4
total,Prolactina,Monica Olavarria,4267.23,12,12
total,Prolactina,Norma Sharey Vazquez Jimenez,1939.65,5,5
total,Prolactina,Ruben Gonzalez Ruiz,1551.72,4,4
total,Proteína C de la Coagulación (Actividad),Blanca Cardenas,1845.79,1,1
total,Proteína S de la Coagulación (Actividad),Blanca Cardenas,2223.94,1,1
total,Provera 5mg,Carlos Parra,450.0,1,1
total,Provera 5mg,Maritza Ivett Rojas Valencia,450.0,1,1
total,Prueba de Transferencia,Guadalupe Nolazco Beltrán,2586.21,1,1
total,Quimica Sanguinea 3,Norma Sharey Vazquez Jimenez,129.31,1,1
total,Quimica sanguinea 4 elementos,Carlos Parra,0.0,1,1
total,Química Sanguínea 28 elementos,(Sin asignar),1465.52,1,1
total,Química Sanguínea 28 elementos,Alejandro Sanchez Aranda,1465.52,1,1
total,Química Sanguínea 28 elementos,Alma Victoria Villarreal Barranca,3663.8,3,3
total,Química Sanguínea 28 elementos,Armando Miguel Roque Sanchez,11548.3,8,8
total,Química Sanguínea 28 elementos,Carlos Parra,1172.41,2,2
total,Química Sanguínea 28 elementos,Enfermeria,2931.04,3,3
total,Química Sanguínea 28 elementos,Eugenia Morán Orozco,19051.76,14,14
total,Química Sanguínea 28 elementos,Giovanni López Salamanca,15944.86,12,12
total,Química Sanguínea 28 elementos,Guadalupe Nolazco Beltrán,1465.52,1,1
total,Química Sanguínea 28 elementos,Jaime Antonio Hidalgo Carrera,2931.04,2,2
total,Química Sanguínea 28 elementos,Jairo Hernando Pedraza Pinto,10258.64,8,8
total,Química Sanguínea 28 elementos,Jorge Michel,1465.52,1,1
total,Química Sanguínea 28 elementos,José Alfonso Gutiérrez Frusch,1465.52,1,1
total,Química Sanguínea 28 elementos,Maritza Ivett Rojas Valencia,2931.04,2,2
total,Química Sanguínea 28 elementos,Monica Olavarria,5862.08,4,4
total,Química Sanguínea 28 elementos,Norma Sharey Vazquez Jimenez,2931.04,2,2
total,Química Sanguínea 28 elementos,Ruben Gonzalez Ruiz,0.0,1,1
total,Química Sanguínea 29 elementos,Armando Miguel Roque Sanchez,2931.04,2,2
total,Química Sanguínea 6 elementos,Armando Miguel Roque Sanchez,560.34,1,1
total,Química Sanguínea 6 elementos,Diana Duran,597.41,2,2
total,Química Sanguínea 6 elementos,Eugenia Morán Orozco,560.34,1,1
total,Química Sanguínea 6 elementos,Norma Sharey Vazquez Jimenez,1120.68,2,2
total,REGENESIX MAX CAPSULAS,Guadalupe Nolazco Beltrán,3200.0,4,4
total,REKOVELLE SOL FOR INJ 12MCG/0.36ML CON 3 AGUJA,Armando Miguel Roque Sanchez,3452.0,1,1
total,REKOVELLE SOL FOR INJ 12MCG/0.36ML CON 3 AGUJA,Monica Olavarria,3750.0,1,1
total,REKOVELLE SOL FOR INJ 36MCG/1.08ML CON 6 AGUJA,Alejandro Sanchez Aranda,19696.0,2,2
total,REKOVELLE SOL FOR INJ 36MCG/1.08ML CON 6 AGUJA,Armando Miguel Roque Sanchez,49240.0,5,5
total,REKOVELLE SOL FOR INJ 36MCG/1.08ML CON 6 AGUJA,Jairo Hernando Pedraza Pinto,9848.0,1,1
total,REKOVELLE SOL FOR INJ 36MCG/1.08ML CON 6 AGUJA,Miranda Lucía Morán Morales,9848.0,1,1
total,REKOVELLE SOL FOR INJ 36MCG/1.08ML CON 6 AGUJA,Monica Olavarria,19696.0,2,2
total,REKOVELLE SOL FOR INJ 72MCG/2.16ML CON 9 AGUJA,Alejandro Sanchez Aranda,57516.0,3,3
total,REKOVELLE SOL FOR INJ 72MCG/2.16ML CON 9 AGUJA,Armando Miguel Roque Sanchez,74508.0,4,4
total,REKOVELLE SOL FOR INJ 72MCG/2.16ML CON 9 AGUJA,Jairo Hernando Pedraza Pinto,75816.0,4,4
total,REKOVELLE SOL FOR INJ 72MCG/2.16ML CON 9 AGUJA,Miranda Lucía Morán Morales,36600.0,2,2
total,REKOVELLE SOL FOR INJ 72MCG/2.16ML CON 9 AGUJA,Monica Olavarria,37908.0,2,2
total,Re-biopsia embrionaria,Carlos Parra,3017.24,1,1
total,Rekovelle 36 mcg,Alejandro Sanchez Aranda,9848.0,1,1
total,Rekovelle 72 mcg,Alejandro Sanchez Aranda,19608.0,1,1
total,Rekovelle 72 mcg,Monica Olavarria,19608.0,1,1
total,Retiro de DIU,Alma Victoria Villarreal Barranca,1293.1,1,1
total,Retiro de DIU,Diana Duran,1724.13,2,2
total,Retiro de DIU,Eugenia Morán Orozco,1293.1,1,1
total,Retiro de DIU,Norma Sharey Vazquez Jimenez,1293.1,1,1
total,Retiro de DIU,Ruben Gonzalez Ruiz,1293.1,1,1
total,SERVICIO DUPLICADO,Eugenia Morán Orozco,0.0,1,1
total,SERVICIO DUPLICADO,Jaime Antonio Hidalgo Carrera,0.0,1,1
total,SERVICIO MAL CARGADO,Eugenia Morán Orozco,0.0,1,9
total,SERVICIO NO DADO,Ruben Gonzalez Ruiz,0.0,1,1
total,SUPLEMENTO - FORCELL DUO,(Sin asignar),1131.0,1,1
total,SUPLEMENTO - FORCELL DUO,Alejandro Sanchez Aranda,3393.0,2,3
total,SUPLEMENTO - FORCELL DUO,Armando Miguel Roque Sanchez,12305.28,11,11
total,SUPLEMENTO - FORCELL DUO,José Alfonso Gutiérrez Frusch,2262.0,2,2
total,SUPLEMENTO - FORCELL DUO,Miranda Lucía Morán Morales,1131.0,1,1
total,SUPLEMENTO - FORCELL DUO,Monica Olavarria,2262.0,2,2
total,SUPLEMENTO - FORCELL FEM,(Sin asignar),895.0,1,1
total,SUPLEMENTO - FORCELL FEM,Alejandro Sanchez Aranda,1790.0,1,2
total,SUPLEMENTO - FORCELL FEM,Alma Victoria Villarreal Barranca,1790.0,1,2
total,SUPLEMENTO - FORCELL FEM,Armando Miguel Roque Sanchez,8001.3,9,9
total,SUPLEMENTO - FORCELL FEM,Enfermeria,2685.0,2,3
total,SUPLEMENTO - FORCELL FEM,Guadalupe Nolazco Beltrán,3580.0,4,4
total,SUPLEMENTO - FORCELL FEM,José Alfonso Gutiérrez Frusch,895.0,1,1
total,SUPLEMENTO - FORCELL FEM,Miranda Lucía Morán Morales,895.0,1,1
total,SUPLEMENTO - FORCELL FEM,Monica Olavarria,1790.0,2,2
total,SUPLEMENTO - FORCELL FEM,Norma Sharey Vazquez Jimenez,895.0,1,1
total,SUPLEMENTO - FORCELL MEN,(Sin asignar),2362.0,1,1
total,SUPLEMENTO - FORCELL MEN,Armando Miguel Roque Sanchez,21258.0,9,9
total,SUPLEMENTO - FORCELL MEN,Guadalupe Nolazco Beltrán,21258.0,9,9
total,SUPLEMENTO - FORCELL MEN,José Alfonso Gutiérrez Frusch,4724.0,2,2
total,SUPLEMENTO - FORCELL MEN,Laboratorio FIV/Andrología,2362.0,1,1
total,SUPLEMENTO ONE,Carlos Parra,1034.48,1,1
total,SUPLEMENTO ONE,Diana Duran,2068.96,2,2
total,Sedación (Anestesia),Alma Victoria Villarreal Barranca,10000.0,1,1
total,Sedación (Anestesia),Edna Amaro,5172.41,1,1
total,Servicios Administrativos,Alejandro Sanchez Aranda,2586.21,1,1
total,Servicios Administrativos,Carlos Parra,0.0,2,0
total,Servicios Administrativos,Claudia Melina Robellada Zarate,3275.87,2,2
total,Servicios Administrativos,Fatima Giron Ávila,431.03,1,1
total,Servicios Administrativos,Gerardo Armando Paladino Barquera,0.0,1,1
total,Servicios Administrativos,Griselda Reyes Torres,2586.21,1,1
total,Servicios Administrativos,Jorge Michel,38793.1,3,3
total,Servicios Administrativos,Leslie Sharon Gamiño Sanchez,2155.17,1,1
total,Servicios Administrativos,Miranda Lucía Morán Morales,1596.52,1,1
total,Servicios Administrativos,Monica Olavarria,10874.14,1,1
total,Servicios Administrativos,Norma Sharey Vazquez Jimenez,8620.69,1,1
total,Sesión de Acupuntura - CDMX,(Sin asignar),1551.72,1,1
total,Sesión de Acupuntura - CDMX,Alma Victoria Villarreal Barranca,2917.24,3,3
